order_id,order_date,region,product_id,supplier_id,quantity,unit_sales,revenue,promised_date,delivered_date,delivery_days,delivery_status,fulfillment_status,return_flag,late_flag
O003079,2025-01-26,South,P0017,S004,1,179.09,179.09,2025-01-30,2025-01-29,3,On Time,Fulfilled,0,0
O003080,2025-11-18,Central,P0054,S007,6,261.11,1566.66,2025-11-20,2025-11-20,2,On Time,Fulfilled,0,0
O003081,2025-04-06,East,P0032,S001,6,166.64,999.84,2025-04-10,2025-04-09,3,On Time,Fulfilled,0,0
O003082,2025-04-24,West,P0037,S004,2,84.71,169.42,2025-04-28,2025-04-29,5,Late,Fulfilled,0,1
O003083,2025-05-04,West,P0010,S007,7,101.15,708.05,2025-05-10,2025-05-11,7,Late,Fulfilled,0,1
O003084,2025-09-24,Central,P0049,S004,4,224.76,899.04,2025-09-27,2025-09-28,4,Late,Fulfilled,0,1
O003085,2025-10-02,North,P0014,S007,8,195.03,1560.24,2025-10-07,2025-10-09,7,Late,Fulfilled,0,1
O003086,2025-09-21,North,P0037,S004,2,84.71,169.42,2025-09-27,2025-09-28,7,Late,Returned,1,1
O003087,2025-05-27,Central,P0047,S010,5,108.12,540.6,2025-05-29,2025-05-30,3,Late,Fulfilled,0,1
O003088,2025-04-13,North,P0032,S001,1,166.64,166.64,2025-04-16,2025-04-17,4,Late,Fulfilled,0,1
O003089,2025-10-15,South,P0025,S004,8,171.85,1374.8,2025-10-19,2025-10-19,4,On Time,Fulfilled,0,0
O003090,2025-01-17,South,P0027,S010,2,275.2,550.4,2025-01-19,2025-01-18,1,On Time,Fulfilled,0,0
O003091,2025-04-14,North,P0026,S007,1,250.97,250.97,2025-04-16,2025-04-16,2,On Time,Fulfilled,0,0
O003092,2025-03-28,West,P0034,S007,6,263.25,1579.5,2025-03-30,2025-03-31,3,Late,Fulfilled,0,1
O003093,2025-08-05,South,P0012,S001,5,86.98,434.9,2025-08-09,2025-08-10,5,Late,Fulfilled,0,1
O003094,2025-12-25,East,P0059,S010,5,209.28,1046.4,2025-12-30,2026-01-01,7,Late,Fulfilled,0,1
O003095,2025-03-30,West,P0038,S007,5,97.26,486.3,2025-04-03,2025-04-02,3,On Time,Fulfilled,0,0
O003096,2025-11-05,South,P0038,S007,1,97.26,97.26,2025-11-10,2025-11-10,5,On Time,Fulfilled,0,0
O003097,2025-07-08,Central,P0047,S010,7,108.12,756.84,2025-07-12,2025-07-15,7,Late,Fulfilled,0,1
O003098,2025-10-18,South,P0002,S007,8,244.65,1957.2,2025-10-24,2025-10-27,9,Late,Fulfilled,0,1
O003099,2025-09-30,Central,P0050,S007,6,37.5,225.0,2025-10-03,2025-10-02,2,On Time,Fulfilled,0,0
O003100,2025-11-16,North,P0018,S007,1,79.76,79.76,2025-11-22,2025-11-21,5,On Time,Fulfilled,0,0
O003101,2025-07-07,South,P0004,S001,4,209.94,839.76,2025-07-09,2025-07-08,1,On Time,Fulfilled,0,0
O003102,2025-09-18,Central,P0034,S007,1,263.25,263.25,2025-09-21,2025-09-20,2,On Time,Fulfilled,0,0
O003103,2025-11-11,North,P0051,S010,8,159.11,1272.88,2025-11-13,2025-11-12,1,On Time,Fulfilled,0,0
O003104,2025-09-29,East,P0016,S001,3,140.21,420.63,2025-10-03,2025-10-04,5,Late,Fulfilled,0,1
O003105,2025-05-16,Central,P0020,S001,5,148.59,742.95,2025-05-21,2025-05-21,5,On Time,Fulfilled,0,0
O003106,2025-10-20,East,P0011,S010,1,132.12,132.12,2025-10-25,2025-10-24,4,On Time,Fulfilled,0,0
O003107,2025-04-08,North,P0040,S001,5,216.21,1081.05,2025-04-13,2025-04-13,5,On Time,Fulfilled,0,0
O003108,2025-02-14,South,P0002,S007,6,244.65,1467.9,2025-02-17,2025-02-17,3,On Time,Fulfilled,0,0
O003109,2025-01-01,South,P0058,S007,3,66.02,198.06,2025-01-05,2025-01-04,3,On Time,Fulfilled,0,0
O003110,2025-07-20,Central,P0041,S004,8,162.16,1297.28,2025-07-26,2025-07-26,6,On Time,Fulfilled,0,0
O003111,2025-08-22,South,P0048,S001,3,141.97,425.91,2025-08-25,2025-08-26,4,Late,Fulfilled,0,1
O003112,2025-07-20,Central,P0035,S010,7,211.82,1482.74,2025-07-22,2025-07-21,1,On Time,Fulfilled,0,0
O003113,2025-04-27,East,P0009,S004,2,209.42,418.84,2025-05-03,2025-05-02,5,On Time,Fulfilled,0,0
O003114,2025-10-10,West,P0021,S004,8,179.24,1433.92,2025-10-15,2025-10-16,6,Late,Fulfilled,0,1
O003115,2025-07-27,Central,P0040,S001,6,216.21,1297.26,2025-07-31,2025-07-30,3,On Time,Fulfilled,0,0
O003116,2025-03-25,Central,P0006,S007,1,73.03,73.03,2025-03-29,2025-03-28,3,On Time,Fulfilled,0,0
O003117,2025-12-28,Central,P0015,S010,3,312.58,937.74,2026-01-01,2025-12-31,3,On Time,Fulfilled,0,0
O003118,2025-01-31,Central,P0053,S004,6,133.42,800.52,2025-02-03,2025-02-02,2,On Time,Returned,1,0
O003119,2025-08-06,Central,P0022,S007,8,174.48,1395.84,2025-08-08,2025-08-07,1,On Time,Fulfilled,0,0
O003120,2025-09-18,Central,P0049,S004,6,224.76,1348.56,2025-09-23,2025-09-24,6,Late,Fulfilled,0,1
O003121,2025-09-17,South,P0051,S010,7,159.11,1113.77,2025-09-22,2025-09-21,4,On Time,Fulfilled,0,0
O003122,2025-07-04,South,P0014,S007,1,195.03,195.03,2025-07-09,2025-07-08,4,On Time,Fulfilled,0,0
O003123,2025-02-21,West,P0006,S007,6,73.03,438.18,2025-02-24,2025-02-24,3,On Time,Fulfilled,0,0
O003124,2025-11-23,West,P0041,S004,6,162.16,972.96,2025-11-28,2025-11-28,5,On Time,Fulfilled,0,0
O003125,2025-07-31,East,P0003,S010,5,294.12,1470.6,2025-08-02,2025-08-03,3,Late,Fulfilled,0,1
O003126,2025-01-26,North,P0058,S007,7,66.02,462.14,2025-01-28,2025-01-29,3,Late,Fulfilled,0,1
O003127,2025-10-12,North,P0004,S001,4,209.94,839.76,2025-10-17,2025-10-17,5,On Time,Fulfilled,0,0
O003128,2025-02-20,East,P0048,S001,3,141.97,425.91,2025-02-24,2025-02-24,4,On Time,Returned,1,0
O003129,2025-01-20,Central,P0035,S010,3,211.82,635.46,2025-01-22,2025-01-23,3,Late,Fulfilled,0,1
O003130,2025-12-01,West,P0015,S010,3,312.58,937.74,2025-12-04,2025-12-05,4,Late,Fulfilled,0,1
O003131,2025-05-23,East,P0028,S001,4,123.49,493.96,2025-05-28,2025-05-28,5,On Time,Fulfilled,0,0
O003132,2025-12-15,East,P0036,S001,8,98.04,784.32,2025-12-20,2025-12-19,4,On Time,Fulfilled,0,0
O003133,2025-01-15,Central,P0034,S007,6,263.25,1579.5,2025-01-19,2025-01-20,5,Late,Fulfilled,0,1
O003134,2025-09-30,East,P0015,S010,5,312.58,1562.9,2025-10-02,2025-10-07,7,Late,Returned,1,1
O003135,2025-06-07,North,P0028,S001,5,123.49,617.45,2025-06-12,2025-06-11,4,On Time,Fulfilled,0,0
O003136,2025-08-29,West,P0059,S010,3,209.28,627.84,2025-09-02,2025-09-02,4,On Time,Fulfilled,0,0
O003137,2025-06-06,East,P0006,S007,6,73.03,438.18,2025-06-10,2025-06-11,5,Late,Fulfilled,0,1
O003138,2025-05-08,South,P0034,S007,4,263.25,1053.0,2025-05-12,2025-05-12,4,On Time,Fulfilled,0,0
O003139,2025-02-05,South,P0059,S010,1,209.28,209.28,2025-02-09,2025-02-08,3,On Time,Fulfilled,0,0
O003140,2025-08-22,Central,P0051,S010,2,159.11,318.22,2025-08-28,2025-09-02,11,Late,Fulfilled,0,1
O003141,2025-05-12,North,P0010,S007,7,101.15,708.05,2025-05-17,2025-05-18,6,Late,Fulfilled,0,1
O003142,2025-11-01,East,P0007,S010,4,85.99,343.96,2025-11-06,2025-11-07,6,Late,Fulfilled,0,1
O003143,2025-01-03,East,P0056,S001,2,210.07,420.14,2025-01-06,2025-01-07,4,Late,Fulfilled,0,1
O003144,2025-12-22,Central,P0010,S007,7,101.15,708.05,2025-12-25,2025-12-24,2,On Time,Fulfilled,0,0
O003145,2025-11-07,East,P0019,S010,4,269.79,1079.16,2025-11-10,2025-11-12,5,Late,Fulfilled,0,1
O003146,2025-04-11,East,P0027,S010,8,275.2,2201.6,2025-04-14,2025-04-15,4,Late,Fulfilled,0,1
O003147,2025-08-21,North,P0002,S007,6,244.65,1467.9,2025-08-24,2025-08-23,2,On Time,Fulfilled,0,0
O003148,2025-11-25,South,P0020,S001,8,148.59,1188.72,2025-12-01,2025-11-30,5,On Time,Fulfilled,0,0
O003149,2025-07-30,East,P0047,S010,4,108.12,432.48,2025-08-03,2025-08-08,9,Late,Fulfilled,0,1
O003150,2025-11-23,East,P0037,S004,2,84.71,169.42,2025-11-29,2025-11-29,6,On Time,Fulfilled,0,0
O003151,2025-12-28,West,P0030,S007,6,299.53,1797.18,2026-01-02,2026-01-02,5,On Time,Fulfilled,0,0
O003152,2025-01-01,North,P0001,S004,3,289.3,867.9,2025-01-05,2025-01-05,4,On Time,Fulfilled,0,0
O003153,2025-09-13,Central,P0013,S004,6,290.72,1744.32,2025-09-18,2025-09-21,8,Late,Fulfilled,0,1
O003154,2025-11-06,South,P0039,S010,1,71.46,71.46,2025-11-08,2025-11-08,2,On Time,Fulfilled,0,0
O003155,2025-04-21,Central,P0023,S010,7,93.63,655.41,2025-04-26,2025-04-25,4,On Time,Fulfilled,0,0
O003156,2025-05-24,West,P0042,S007,2,315.31,630.62,2025-05-28,2025-06-03,10,Late,Fulfilled,0,1
O003157,2025-07-07,West,P0023,S010,7,93.63,655.41,2025-07-13,2025-07-18,11,Late,Fulfilled,0,1
O003158,2025-03-28,South,P0031,S010,4,75.12,300.48,2025-04-02,2025-04-03,6,Late,Fulfilled,0,1
O003159,2025-05-02,Central,P0009,S004,2,209.42,418.84,2025-05-08,2025-05-09,7,Late,Fulfilled,0,1
O003160,2025-09-03,South,P0005,S004,8,247.38,1979.04,2025-09-06,2025-09-05,2,On Time,Fulfilled,0,0
O003161,2025-02-15,East,P0001,S004,3,289.3,867.9,2025-02-19,2025-02-18,3,On Time,Fulfilled,0,0
O003162,2025-07-09,North,P0037,S004,7,84.71,592.97,2025-07-14,2025-07-16,7,Late,Fulfilled,0,1
O003163,2025-09-23,West,P0006,S007,4,73.03,292.12,2025-09-29,2025-09-29,6,On Time,Fulfilled,0,0
O003164,2025-05-01,East,P0005,S004,3,247.38,742.14,2025-05-06,2025-05-05,4,On Time,Fulfilled,0,0
O003165,2025-10-24,South,P0052,S001,2,57.76,115.52,2025-10-30,2025-10-30,6,On Time,Fulfilled,0,0
O003166,2025-05-06,South,P0056,S001,8,210.07,1680.56,2025-05-11,2025-05-15,9,Late,Fulfilled,0,1
O003167,2025-03-07,South,P0042,S007,5,315.31,1576.55,2025-03-10,2025-03-11,4,Late,Fulfilled,0,1
O003168,2025-08-25,West,P0047,S010,6,108.12,648.72,2025-08-27,2025-08-27,2,On Time,Fulfilled,0,0
O003169,2025-08-16,East,P0050,S007,2,37.5,75.0,2025-08-19,2025-08-23,7,Late,Fulfilled,0,1
O003170,2025-04-20,South,P0032,S001,5,166.64,833.2,2025-04-26,2025-04-25,5,On Time,Fulfilled,0,0
O003171,2025-11-30,South,P0030,S007,8,299.53,2396.24,2025-12-02,2025-12-02,2,On Time,Fulfilled,0,0
O003172,2025-06-13,West,P0017,S004,2,179.09,358.18,2025-06-15,2025-06-16,3,Late,Fulfilled,0,1
O003173,2025-05-17,North,P0010,S007,1,101.15,101.15,2025-05-19,2025-05-19,2,On Time,Fulfilled,0,0
O003174,2025-10-13,South,P0005,S004,7,247.38,1731.66,2025-10-15,2025-10-17,4,Late,Fulfilled,0,1
O003175,2025-02-05,Central,P0031,S010,8,75.12,600.96,2025-02-11,2025-02-11,6,On Time,Fulfilled,0,0
O003176,2025-10-15,West,P0009,S004,3,209.42,628.26,2025-10-21,2025-10-21,6,On Time,Fulfilled,0,0
O003177,2025-11-30,West,P0048,S001,6,141.97,851.82,2025-12-06,2025-12-10,10,Late,Fulfilled,0,1
O003178,2025-12-21,North,P0027,S010,3,275.2,825.6,2025-12-25,2025-12-25,4,On Time,Fulfilled,0,0
O003179,2025-11-14,North,P0058,S007,5,66.02,330.1,2025-11-18,2025-11-18,4,On Time,Fulfilled,0,0
O003180,2025-11-22,Central,P0006,S007,2,73.03,146.06,2025-11-24,2025-11-25,3,Late,Fulfilled,0,1
O003181,2025-02-27,North,P0041,S004,4,162.16,648.64,2025-03-04,2025-03-03,4,On Time,Fulfilled,0,0
O003182,2025-10-03,North,P0059,S010,3,209.28,627.84,2025-10-09,2025-10-09,6,On Time,Fulfilled,0,0
O003183,2025-03-02,South,P0013,S004,1,290.72,290.72,2025-03-06,2025-03-06,4,On Time,Fulfilled,0,0
O003184,2025-06-13,East,P0043,S010,8,254.39,2035.12,2025-06-15,2025-06-15,2,On Time,Fulfilled,0,0
O003185,2025-10-27,Central,P0059,S010,5,209.28,1046.4,2025-10-31,2025-11-01,5,Late,Returned,1,1
O003186,2025-10-10,Central,P0034,S007,6,263.25,1579.5,2025-10-16,2025-10-17,7,Late,Fulfilled,0,1
O003187,2025-08-29,North,P0059,S010,6,209.28,1255.68,2025-09-02,2025-09-03,5,Late,Fulfilled,0,1
O003188,2025-10-27,South,P0059,S010,7,209.28,1464.96,2025-10-31,2025-11-05,9,Late,Fulfilled,0,1
O003189,2025-07-24,South,P0045,S004,3,109.48,328.44,2025-07-26,2025-07-30,6,Late,Fulfilled,0,1
O003190,2025-12-05,East,P0012,S001,5,86.98,434.9,2025-12-10,2025-12-09,4,On Time,Fulfilled,0,0
O003191,2025-12-28,West,P0060,S001,7,118.33,828.31,2026-01-01,2026-01-02,5,Late,Fulfilled,0,1
O003192,2025-01-14,Central,P0040,S001,7,216.21,1513.47,2025-01-19,2025-01-20,6,Late,Fulfilled,0,1
O003193,2025-04-17,West,P0031,S010,4,75.12,300.48,2025-04-21,2025-04-21,4,On Time,Fulfilled,0,0
O003194,2025-03-02,South,P0023,S010,2,93.63,187.26,2025-03-05,2025-03-06,4,Late,Fulfilled,0,1
O003195,2025-12-11,East,P0049,S004,6,224.76,1348.56,2025-12-15,2025-12-14,3,On Time,Fulfilled,0,0
O003196,2025-08-05,West,P0022,S007,2,174.48,348.96,2025-08-09,2025-08-10,5,Late,Fulfilled,0,1
O003197,2025-08-11,West,P0036,S001,4,98.04,392.16,2025-08-17,2025-08-18,7,Late,Returned,1,1
O003198,2025-03-27,Central,P0024,S001,1,64.9,64.9,2025-03-29,2025-03-28,1,On Time,Fulfilled,0,0
O003199,2025-09-11,North,P0038,S007,1,97.26,97.26,2025-09-17,2025-09-18,7,Late,Fulfilled,0,1
O003200,2025-07-09,East,P0034,S007,1,263.25,263.25,2025-07-12,2025-07-12,3,On Time,Fulfilled,0,0
O003201,2025-10-12,West,P0013,S004,7,290.72,2035.04,2025-10-18,2025-10-17,5,On Time,Fulfilled,0,0
O003202,2025-04-16,North,P0046,S007,7,225.07,1575.49,2025-04-19,2025-04-18,2,On Time,Fulfilled,0,0
O003203,2025-09-03,West,P0025,S004,8,171.85,1374.8,2025-09-07,2025-09-06,3,On Time,Fulfilled,0,0
O003204,2025-08-21,East,P0019,S010,5,269.79,1348.95,2025-08-27,2025-08-26,5,On Time,Fulfilled,0,0
O003205,2025-07-28,Central,P0002,S007,6,244.65,1467.9,2025-08-03,2025-08-03,6,On Time,Fulfilled,0,0
O003206,2025-12-01,Central,P0057,S004,2,302.85,605.7,2025-12-07,2025-12-07,6,On Time,Fulfilled,0,0
O003207,2025-08-14,East,P0020,S001,4,148.59,594.36,2025-08-19,2025-08-20,6,Late,Fulfilled,0,1
O003208,2025-07-13,North,P0006,S007,1,73.03,73.03,2025-07-19,2025-07-20,7,Late,Fulfilled,0,1
O003209,2025-08-04,East,P0017,S004,8,179.09,1432.72,2025-08-09,2025-08-10,6,Late,Fulfilled,0,1
O003210,2025-11-24,East,P0016,S001,1,140.21,140.21,2025-11-29,2025-11-29,5,On Time,Fulfilled,0,0
O003211,2025-08-18,North,P0035,S010,2,211.82,423.64,2025-08-22,2025-08-21,3,On Time,Fulfilled,0,0
O003212,2025-01-26,North,P0005,S004,8,247.38,1979.04,2025-01-28,2025-01-28,2,On Time,Fulfilled,0,0
O003213,2025-03-24,North,P0041,S004,6,162.16,972.96,2025-03-26,2025-03-28,4,Late,Fulfilled,0,1
O003214,2025-05-27,North,P0028,S001,6,123.49,740.94,2025-05-29,2025-05-29,2,On Time,Fulfilled,0,0
O003215,2025-01-12,West,P0002,S007,8,244.65,1957.2,2025-01-17,2025-01-16,4,On Time,Fulfilled,0,0
O003216,2025-06-25,North,P0049,S004,5,224.76,1123.8,2025-06-28,2025-06-27,2,On Time,Fulfilled,0,0
O003217,2025-12-12,North,P0049,S004,4,224.76,899.04,2025-12-17,2025-12-18,6,Late,Fulfilled,0,1
O003218,2025-03-24,East,P0040,S001,8,216.21,1729.68,2025-03-27,2025-03-26,2,On Time,Fulfilled,0,0
O003219,2025-06-01,West,P0019,S010,5,269.79,1348.95,2025-06-06,2025-06-07,6,Late,Fulfilled,0,1
O003220,2025-12-25,North,P0044,S001,4,281.48,1125.92,2025-12-30,2025-12-31,6,Late,Fulfilled,0,1
O003221,2025-05-10,West,P0032,S001,5,166.64,833.2,2025-05-12,2025-05-16,6,Late,Fulfilled,0,1
O003222,2025-05-03,North,P0052,S001,7,57.76,404.32,2025-05-07,2025-05-08,5,Late,Fulfilled,0,1
O003223,2025-10-16,South,P0007,S010,3,85.99,257.97,2025-10-22,2025-10-21,5,On Time,Fulfilled,0,0
O003224,2025-10-04,North,P0016,S001,1,140.21,140.21,2025-10-06,2025-10-06,2,On Time,Fulfilled,0,0
O003225,2025-01-14,North,P0011,S010,7,132.12,924.84,2025-01-18,2025-01-23,9,Late,Fulfilled,0,1
O003226,2025-12-25,East,P0036,S001,5,98.04,490.2,2025-12-29,2025-12-30,5,Late,Fulfilled,0,1
O003227,2025-05-29,East,P0025,S004,2,171.85,343.7,2025-05-31,2025-05-31,2,On Time,Fulfilled,0,0
O003228,2025-03-06,South,P0003,S010,6,294.12,1764.72,2025-03-10,2025-03-09,3,On Time,Fulfilled,0,0
O003229,2025-02-07,North,P0013,S004,2,290.72,581.44,2025-02-11,2025-02-15,8,Late,Fulfilled,0,1
O003230,2025-04-14,North,P0046,S007,4,225.07,900.28,2025-04-20,2025-04-20,6,On Time,Fulfilled,0,0
O003231,2025-06-29,West,P0004,S001,8,209.94,1679.52,2025-07-03,2025-07-04,5,Late,Fulfilled,0,1
O003232,2025-06-03,South,P0004,S001,7,209.94,1469.58,2025-06-09,2025-06-08,5,On Time,Fulfilled,0,0
O003233,2025-08-12,East,P0012,S001,4,86.98,347.92,2025-08-16,2025-08-15,3,On Time,Fulfilled,0,0
O003234,2025-12-23,South,P0004,S001,5,209.94,1049.7,2025-12-29,2025-12-29,6,On Time,Fulfilled,0,0
O003235,2025-07-30,Central,P0059,S010,1,209.28,209.28,2025-08-02,2025-08-02,3,On Time,Fulfilled,0,0
O003236,2025-07-29,North,P0056,S001,4,210.07,840.28,2025-08-01,2025-08-01,3,On Time,Fulfilled,0,0
O003237,2025-09-15,Central,P0049,S004,5,224.76,1123.8,2025-09-17,2025-09-23,8,Late,Fulfilled,0,1
O003238,2025-12-09,South,P0043,S010,7,254.39,1780.73,2025-12-11,2025-12-12,3,Late,Fulfilled,0,1
O003239,2025-06-02,North,P0052,S001,5,57.76,288.8,2025-06-07,2025-06-06,4,On Time,Fulfilled,0,0
O003240,2025-01-02,North,P0033,S004,6,183.37,1100.22,2025-01-06,2025-01-06,4,On Time,Fulfilled,0,0
O003241,2025-12-04,North,P0012,S001,6,86.98,521.88,2025-12-08,2025-12-08,4,On Time,Fulfilled,0,0
O003242,2025-07-31,Central,P0036,S001,7,98.04,686.28,2025-08-06,2025-08-10,10,Late,Fulfilled,0,1
O003243,2025-02-03,East,P0031,S010,3,75.12,225.36,2025-02-08,2025-02-07,4,On Time,Fulfilled,0,0
O003244,2025-03-06,West,P0037,S004,4,84.71,338.84,2025-03-12,2025-03-11,5,On Time,Fulfilled,0,0
O003245,2025-06-16,North,P0018,S007,1,79.76,79.76,2025-06-20,2025-06-21,5,Late,Fulfilled,0,1
O003246,2025-06-10,East,P0015,S010,2,312.58,625.16,2025-06-14,2025-06-13,3,On Time,Fulfilled,0,0
O003247,2025-11-19,East,P0059,S010,8,209.28,1674.24,2025-11-22,2025-11-21,2,On Time,Returned,1,0
O003248,2025-01-21,North,P0014,S007,2,195.03,390.06,2025-01-26,2025-01-26,5,On Time,Fulfilled,0,0
O003249,2025-07-18,East,P0037,S004,1,84.71,84.71,2025-07-21,2025-07-20,2,On Time,Fulfilled,0,0
O003250,2025-03-26,North,P0050,S007,2,37.5,75.0,2025-03-28,2025-03-29,3,Late,Fulfilled,0,1
O003251,2025-06-08,West,P0011,S010,1,132.12,132.12,2025-06-12,2025-06-13,5,Late,Fulfilled,0,1
O003252,2025-03-07,West,P0058,S007,8,66.02,528.16,2025-03-13,2025-03-14,7,Late,Fulfilled,0,1
O003253,2025-11-01,North,P0028,S001,3,123.49,370.47,2025-11-05,2025-11-06,5,Late,Returned,1,1
O003254,2025-04-06,South,P0057,S004,1,302.85,302.85,2025-04-08,2025-04-09,3,Late,Fulfilled,0,1
O003255,2025-08-16,North,P0015,S010,5,312.58,1562.9,2025-08-18,2025-08-19,3,Late,Fulfilled,0,1
O003256,2025-02-01,East,P0024,S001,5,64.9,324.5,2025-02-07,2025-02-11,10,Late,Fulfilled,0,1
O003257,2025-05-20,Central,P0005,S004,1,247.38,247.38,2025-05-26,2025-05-25,5,On Time,Fulfilled,0,0
O003258,2025-08-15,Central,P0016,S001,4,140.21,560.84,2025-08-21,2025-08-21,6,On Time,Fulfilled,0,0
O003259,2025-02-18,East,P0046,S007,7,225.07,1575.49,2025-02-21,2025-02-20,2,On Time,Fulfilled,0,0
O003260,2025-09-30,Central,P0001,S004,3,289.3,867.9,2025-10-05,2025-10-04,4,On Time,Returned,1,0
O003261,2025-09-03,West,P0017,S004,6,179.09,1074.54,2025-09-09,2025-09-08,5,On Time,Fulfilled,0,0
O003262,2025-06-08,West,P0006,S007,6,73.03,438.18,2025-06-13,2025-06-14,6,Late,Fulfilled,0,1
O003263,2025-11-12,Central,P0026,S007,5,250.97,1254.85,2025-11-17,2025-11-18,6,Late,Returned,1,1
O003264,2025-04-27,South,P0023,S010,2,93.63,187.26,2025-04-30,2025-04-29,2,On Time,Fulfilled,0,0
O003265,2025-12-14,East,P0053,S004,6,133.42,800.52,2025-12-20,2025-12-23,9,Late,Fulfilled,0,1
O003266,2025-01-24,South,P0007,S010,3,85.99,257.97,2025-01-28,2025-01-27,3,On Time,Fulfilled,0,0
O003267,2025-11-05,South,P0004,S001,1,209.94,209.94,2025-11-08,2025-11-07,2,On Time,Fulfilled,0,0
O003268,2025-11-11,East,P0049,S004,1,224.76,224.76,2025-11-16,2025-11-15,4,On Time,Fulfilled,0,0
O003269,2025-05-27,East,P0056,S001,4,210.07,840.28,2025-06-01,2025-06-01,5,On Time,Fulfilled,0,0
O003270,2025-11-01,South,P0054,S007,5,261.11,1305.55,2025-11-04,2025-11-03,2,On Time,Fulfilled,0,0
O003271,2025-06-25,North,P0051,S010,8,159.11,1272.88,2025-06-29,2025-07-01,6,Late,Fulfilled,0,1
O003272,2025-02-15,Central,P0059,S010,2,209.28,418.56,2025-02-20,2025-02-20,5,On Time,Fulfilled,0,0
O003273,2025-02-06,North,P0026,S007,2,250.97,501.94,2025-02-12,2025-02-11,5,On Time,Fulfilled,0,0
O003274,2025-04-16,North,P0015,S010,2,312.58,625.16,2025-04-20,2025-04-19,3,On Time,Fulfilled,0,0
O003275,2025-04-25,East,P0019,S010,8,269.79,2158.32,2025-04-27,2025-04-27,2,On Time,Fulfilled,0,0
O003276,2025-05-22,North,P0025,S004,7,171.85,1202.95,2025-05-28,2025-06-01,10,Late,Fulfilled,0,1
O003277,2025-06-16,West,P0041,S004,1,162.16,162.16,2025-06-20,2025-06-21,5,Late,Fulfilled,0,1
O003278,2025-03-24,South,P0013,S004,6,290.72,1744.32,2025-03-27,2025-03-28,4,Late,Fulfilled,0,1
O003279,2025-08-08,West,P0033,S004,7,183.37,1283.59,2025-08-10,2025-08-09,1,On Time,Fulfilled,0,0
O003280,2025-08-31,South,P0057,S004,1,302.85,302.85,2025-09-06,2025-09-05,5,On Time,Fulfilled,0,0
O003281,2025-06-06,West,P0037,S004,3,84.71,254.13,2025-06-08,2025-06-07,1,On Time,Fulfilled,0,0
O003282,2025-04-16,North,P0028,S001,5,123.49,617.45,2025-04-21,2025-04-22,6,Late,Fulfilled,0,1
O003283,2025-04-14,East,P0035,S010,1,211.82,211.82,2025-04-19,2025-04-23,9,Late,Fulfilled,0,1
O003284,2025-05-09,North,P0029,S004,8,76.33,610.64,2025-05-12,2025-05-12,3,On Time,Fulfilled,0,0
O003285,2025-12-23,Central,P0059,S010,2,209.28,418.56,2025-12-26,2025-12-25,2,On Time,Fulfilled,0,0
O003286,2025-01-10,West,P0051,S010,1,159.11,159.11,2025-01-15,2025-01-16,6,Late,Fulfilled,0,1
O003287,2025-04-25,South,P0057,S004,4,302.85,1211.4,2025-04-28,2025-04-30,5,Late,Fulfilled,0,1
O003288,2025-05-24,South,P0003,S010,4,294.12,1176.48,2025-05-28,2025-05-29,5,Late,Fulfilled,0,1
O003289,2025-11-11,West,P0001,S004,4,289.3,1157.2,2025-11-16,2025-11-15,4,On Time,Fulfilled,0,0
O003290,2025-01-06,North,P0008,S001,3,158.77,476.31,2025-01-10,2025-01-10,4,On Time,Returned,1,0
O003291,2025-07-13,West,P0004,S001,6,209.94,1259.64,2025-07-16,2025-07-17,4,Late,Fulfilled,0,1
O003292,2025-05-19,West,P0035,S010,7,211.82,1482.74,2025-05-22,2025-05-25,6,Late,Fulfilled,0,1
O003293,2025-06-10,East,P0026,S007,6,250.97,1505.82,2025-06-12,2025-06-11,1,On Time,Fulfilled,0,0
O003294,2025-05-20,Central,P0032,S001,7,166.64,1166.48,2025-05-24,2025-05-30,10,Late,Fulfilled,0,1
O003295,2025-01-19,West,P0052,S001,7,57.76,404.32,2025-01-21,2025-01-21,2,On Time,Fulfilled,0,0
O003296,2025-01-02,North,P0020,S001,8,148.59,1188.72,2025-01-04,2025-01-04,2,On Time,Fulfilled,0,0
O003297,2025-06-08,South,P0003,S010,2,294.12,588.24,2025-06-13,2025-06-19,11,Late,Fulfilled,0,1
O003298,2025-11-10,Central,P0029,S004,7,76.33,534.31,2025-11-16,2025-11-16,6,On Time,Fulfilled,0,0
O003299,2025-12-03,South,P0007,S010,8,85.99,687.92,2025-12-07,2025-12-13,10,Late,Fulfilled,0,1
O003300,2025-11-02,East,P0058,S007,1,66.02,66.02,2025-11-05,2025-11-10,8,Late,Fulfilled,0,1
O003301,2025-07-04,West,P0020,S001,5,148.59,742.95,2025-07-07,2025-07-12,8,Late,Fulfilled,0,1
O003302,2025-05-08,West,P0042,S007,5,315.31,1576.55,2025-05-14,2025-05-13,5,On Time,Fulfilled,0,0
O003303,2025-07-01,Central,P0030,S007,3,299.53,898.59,2025-07-07,2025-07-08,7,Late,Fulfilled,0,1
O003304,2025-01-20,West,P0053,S004,5,133.42,667.1,2025-01-22,2025-01-22,2,On Time,Fulfilled,0,0
O003305,2025-12-12,South,P0034,S007,1,263.25,263.25,2025-12-14,2025-12-15,3,Late,Fulfilled,0,1
O003306,2025-08-20,Central,P0036,S001,2,98.04,196.08,2025-08-25,2025-08-24,4,On Time,Returned,1,0
